Ticker,Razão Social,CNPJ,Nome Pregão,Segmento,Cotas emitidas,Descrição,Link de Acesso,Público alvo,Segmento ANBIMA,Número de cotistas,Tipo de gestão,Prazo de duração,Tipo ANBIMA,Administrador,CNPJ Administrador,Telefone Administrador,Email Administrador,Site Administrador,Data de constituição do fundo,Valor inicial da cota (IPO),Registro na CVM
VSLH11,VERSALHES RECEBÍVEIS IMOBILIÁRIOS,36.244.015/0001-42,FII VERS CRI,Papéis,29.864.091,,https://www.fundsexplorer.com.br/funds/VSLH11,Investidores em Geral,Outros,80.311,Ativa,Indeterminado,Híbrido,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,(11) 3030-7177,admfundos@vortx.com.br,www.vortx.com.br,,,
VTLT11,Votorantim Logística,27.368.600/0001-63,Votorantim Logística,Imóveis Industriais e Logísticos,2.115.000,"VTLT11: Votorantim Logística        


VTLT11 – FII
De Renda Gestão Ativa De Segmento Logística


VTLT11 é um fundo imobiliário do tipo tijolo. Seus investimentos
são direcionados em propriedades comercias do segmento galpões.

O Fundo 
VTLT11 
possui essa característica
pelo motivo de obter imóveis físicos, podendo o fundo rentabilizar através da
compra ou construção para gerar aluguéis ou também ganhar com a venda dos
imóveis.

O 
FII Votorantim Logística
 é
um fundo de investimento imobiliário do tipo ANBIMA renda gestão ativa de
segmento logística. É constituído sob a forma de condomínio fechado, com prazo
de duração indeterminado, sendo regido por seu regulamento e pelas disposições
legais que lhe forem aplicáveis.


Características do fundo VLTL11


O 
Fundo Imobiliário 
Votorantim Logística

foi constituído em março de 2017 tendo como objetivo proporcionar aos
cotistas rentabilidade ao seu investimento, primordialmente por meio de
obtenção de renda decorrente de contratos de locação de imóveis logísticos –
ativos alvo.

O fundo terá
por política básica adquirir os ativos alvo, com perspectivas de retorno a
longo prazo, objetivando, fundamentalmente, auferir receitas por meio da
locação desses ativos.

O VLTL11 é
destinado exclusivamente a investidores qualificados, conforme definição nos
termos do Art. 9º-B da Instrução CVM nº 539 de 13 de novembro de 2013, conforme
alterada, pessoas físicas ou jurídicas, residentes ou não no Brasil, que tenham
interesse em investimentos de longo prazo em ativos imobiliários.

Seus recursos
serão aplicados, sob a gestão do Administrador e observada a política de
investimento definida em seu regulamento, com o objetivo de proporcionar ao
cotista rentabilidade sobre o investimento realizado.

É gerido e administrado pela Votorantim Asset Management DTVM
Ltda., instituição devidamente autorizada pela Comissão de Valores Mobiliários
(CVM) para o exercício da atividade de gestão e administração de carteira de
valores mobiliários, com sede na cidade de São Paulo.

As cotas do 
FII Votorantim Logística
 são
negociadas com o código (ticker) 
VLTL11
 no mercado de bolsa da
B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,95% ao ano sobre patrimônio líquido com mínimo
de R$ 60.000,00 mensais corrigido pelo IPCA.

A política
de distribuição de 
rendimentos do VLTL11 
deve distribuir a
seus cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o
regime de caixa.

O resultado auferido num determinado período será
distribuído aos cotistas, semestralmente, até o 10° dia útil dos meses de fevereiro
e agosto.

Eventual antecipação dos resultados a serem pagos pelo fundo
poderá ser realizada, a critério do Administrador, em havendo os recursos
disponíveis para o pagamento.


FII
Votorantim Logística - VLTL11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
VLTL11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/VTLT11,Investidores em Geral,Logística,6.202,Ativa,Indeterminado,Renda,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,03.384.738/0001-98,(11) 5171-5359,ri.asset@bv.com.br,www.tivio.com,15/12/2017,,
VTPA11,FDO. INVEST. IMOB. VOTORANTIM PATRIMONIAL V,21.500.481/0001-74,FII VOTP V,Fundo de Fundos,659.857,,https://www.fundsexplorer.com.br/funds/VTPA11,Investidor Qualificado,Outros,2,Ativa,Indeterminado,Renda,OLIVEIRA TRUST DTVM S.A.,36.113.876/0001-91,(21) 3514-0000,ger2.fundos@oliveiratrust.com.br,www.oliveiratrust.com.br,,,
VTPL11,FDO INV. IMOB. PLUS,15.098.422/0001-19,FII-PLUS,Papéis,1.386.242,,https://www.fundsexplorer.com.br/funds/VTPL11,Investidores em Geral,Híbrido,124,Ativa,Indeterminado,Híbrido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
VTVI11,PARKING PARTNERS FDO. INVEST. IMOB.,21.500.514/0001-86,FII PARK PAR,Indefinido,1.780.984,,https://www.fundsexplorer.com.br/funds/VTVI11,Investidor Profissional,Outros,1,Ativa,Indeterminado,Renda,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,03.384.738/0001-98,(11) 5171-5359,ri.asset@bv.com.br,www.tivio.com,,,
VTXI11,FDO. INVEST. IMOB. VOTORANTIM PATRIMONIAL XII,23.740.552/0001-31,FII VOTP XII,Misto,103.500,,https://www.fundsexplorer.com.br/funds/VTXI11,Investidor Profissional,Híbrido,2,Ativa,Indeterminado,Desenvolvimento para Venda,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,03.384.738/0001-98,(11) 5171-5359,ri.asset@bv.com.br,www.tivio.com,,,
VVCO11,V2 EDIFICIOS CORPORATIVOS FDO INV IMOB,15.006.267/0001-63,FII V2EDCORP,Lajes Corporativas,9.900.000,,https://www.fundsexplorer.com.br/funds/VVCO11,Investidores em Geral,Lajes Corporativas,3.247,Ativa,Indeterminado,Renda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,08/11/2012,,
VVCR11,BB Renda de Papeis Imobiliários II,23.120.027/0001-13,BB Renda de Papeis Imobiliários II,Papéis,7.508.332,,https://www.fundsexplorer.com.br/funds/VVCR11,Investidores em Geral,Títulos e Valores Mobiliários,2.578,Ativa,Indeterminado,Títulos e Valores Mobiliários,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,27/04/2018,,
VVMR11,FDO.INVEST. IMOB. MULTI RENDA URBANA,30.871.698/0001-81,FII MULT REN,Lajes Corporativas,2.772.204,,https://www.fundsexplorer.com.br/funds/VVMR11,Investidores em Geral,Híbrido,818,Ativa,Indeterminado,Renda,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,(11) 3509-0600,infolegal@apexgroup.com,www.brltrust.com.br,,,
VVPR11,FDO INV IMOB - V2 PROPERTIES,33.045.581/0001-37,FII V2 PROP,Misto,2.305.771,"VVPR11: FDO INV IMOB - V2 PROPERTIES        


VVPR11 -


V2 Properties

VVPR11

é um fundo imobiliário do tipo tijolo. Seus investimentos são destinados com

prioridade em empreendimentos imobiliários de lajes corporativas/escritórios.

FIIs

como o
 VVPR11
 possuem a característica de obter imóveis

físicos, podendo rentabilizar através da compra ou construção para gerar

aluguéis ou também ganhar com a venda dos imóveis.

O
 V2


Properties é um fundo de investimento

imobiliário do tipo renda gestão ativa com segmento de lajes corporativas. É

constituído sob a forma de condomínio fechado, com prazo de duração

indeterminado, sendo regido por seu regulamento e pelas disposições legais que

lhe forem aplicáveis.


Características


do FII VVPR11

Destinado

ao investidor qualificado e profissional, o 
Fundo Imobiliário V2 Properties 
foi constituído em outubro de 2019 com o objeto de

investir em empreendimentos imobiliários comerciais, mediante a compra,

venda e locação de quaisquer direitos reais sobre os imóveis, para fins de

geração de renda.

O fundo é administrado pelo BTG Pactual

Serviços Financeiros S.A. DTVM, instituição com sede na cidade do Rio de

Janeiro devidamente credenciada pela Comissão de Valores Mobiliários (CVM) para

administrar recursos de terceiros.

As

cotas do V2 Properties possuem o nome de pregão FII V2 PROP e são negociadas com o código (ticker) VVPR11 no mercado de bolsa da B3

- Brasil, Bolsa e Balcão.

Sua

taxa de administração é de 1,00% ao ano sobre

patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de

índice de mercado (IFIX) com mínimo de R$ 25.000,00 mensais corrigido pelo

IPCA. Gestão e consultoria especializada já estão incluídos na taxa.

Escrituração: 0,05% ao ano sobre

patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de

índice de mercado (IFIX) com mínimo de R$ 5.000,00 mensais corrigido pelo IGPM.

A

política de distribuição de 
rendimentos do VVPR11 
é

estabelecida em distribuir, no mínimo, 95% dos resultados auferidos, apurados

segundo o regime de caixa.

Os resultados

poderão ser distribuídos aos cotistas, mensalmente, sempre até o 15º dia útil

do mês subsequente ao do recebimento dos recursos, a título de antecipação dos

resultados do semestre a serem distribuídos.

O VVPR11 não poderá realizar

operações de day trade, assim consideradas aquelas iniciadas e encerradas no

mesmo dia, independentemente de possuir estoque ou posição anterior do mesmo

ativo.

O objeto e sua política de

investimentos somente poderão ser alterados por deliberação da assembleia geral,

observadas as regras estabelecidas em seu regulamento.


V2 Properties (Tijolo/Escritórios)


As

aplicações realizadas no fundo não contam com garantia do Administrador ou do

Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado

por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto,

é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de

investimento pelo investidor ao aplicar seus recursos.

Para

conferir outros dados e indicadores do 
VVPR11
, continue navegando

em nosso site. Temos todas as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/VVPR11,Investidores em Geral,Híbrido,1.372,Ativa,Indeterminado,Renda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
VVRI11,V2 RENDA IMOBILIÁRIA FDO DE INV IMOB,49.184.940/0001-77,FII V2 RENDA,Indefinido,802.683,,https://www.fundsexplorer.com.br/funds/VVRI11,Investidores em Geral,Híbrido,190,Ativa,Indeterminado,Renda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
VXXV11,VX XVI - FDO INV. IMOB.,30.982.974/0001-89,FII VX XVI,Fundo de Desenvolvimento,268.746,,https://www.fundsexplorer.com.br/funds/VXXV11,Investidor Qualificado,Outros,21,Ativa,Indeterminado,Renda,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,67.030.395/0001-46,0800 930 0930,ouvidoria@trusteedtvm.com.br,www.trusteedtvm.com.br,,,
WHGR11,WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.256.643/0001-88,FII WHG REAL,Indefinido,30.179.053,,https://www.fundsexplorer.com.br/funds/WHGR11,Investidores em Geral,Híbrido,13.132,Ativa,Indeterminado,Híbrido,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,(11) 3027-2237,adm.fundos.estruturados@xpi.com.br,www.xpi.com.br,,,
WMRB11B,,,,Indefinido,,"WMRB11B: FII WM RBCAP        

        O WM RB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII (""Fundo""), é constituído sob a forma de condomínio fechado, regido pelo presente Regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis, em especial a Instrução CVM 472. O prazo de duração do Fundo é de 12 (doze) anos, contado da data da primeira integralização de quotas do Fundo. O patrimônio do Fundo é representado por uma única classe de quotas.",https://www.fundsexplorer.com.br/funds/WMRB11B,,,,,,,,,,,,,,
WPLZ11,Shopping West Plaza,09.326.861/0001-39,Shopping West Plaza,Shoppings,1.064.549,"WPLZ11: Shopping West Plaza        


WPLZ11 – Um
FII Mono Ativo De Shopping Center


WPLZ11
é um fundo imobiliário do tipo tijolo. O foco dos seus investimentos está
majoritariamente em propriedades de shoppings.

Fundos
de tijolo como 
WPLZ11
 possuem essa característica pelo motivo de
obterem imóveis físicos, podendo o fundo rentabilizar através da compra ou
construção para gerar aluguéis ou também ganhar com a venda dos imóveis.

O 
FII Shopping West Plaza
 é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão passiva de segmento shoppings. É constituído sob a forma de condomínio
fechado, com prazo de duração indeterminado, sendo regido por seu regulamento e
pelas disposições legais que lhe forem aplicáveis.


Características
do fundo WPLZ11


O 
Fundo
Imobiliário 
Shopping West Plaza 
foi constituído em janeiro de
2008 tendo como objetivo a aquisição de imóveis comerciais, prontos ou em
construção, ou outros tipos de imóveis onde poderão ser desenvolvidos
empreendimentos comerciais, localizados em grandes centros comerciais.

O 
WPLZ11
 é um fundo
destinado a pessoas físicas ou jurídicas com objetivo de investimento de longo
prazo, remunerado a partir de receitas provenientes de imóveis comerciais.

Os recursos serão aplicados pela
Administradora, sob orientação da Gestora, segundo uma política de
investimentos definida de forma a proporcionar ao cotista uma remuneração para
o investimento realizado, não sendo objetivo direto e primordial obter ganho de
capital com a compra e venda de imóveis ou direitos a eles relativos.

É administrado pelo BTG Pactual
Serviços Financeiros S.A. DTVM, sociedade devidamente
autorizada pela CVM para o exercício profissional de administração de carteira
de títulos e valores mobiliários.

As
cotas do 
FII Shopping West Plaza
 são
negociadas com o código (ticker) 
WPLZ11
 no mercado de bolsa da
B3 - Brasil, Bolsa e Balcão.

Sua
taxa de administração é de 0,55% ao ano sobre valor de mercado do fundo.

A política de distribuição de 
rendimentos do
WPLZ11 
deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

O resultado auferido num
determinado período será distribuído aos cotistas no 20º dia do mês subsequente
ao recebimento do aluguel.

O objeto e a política de
investimentos somente poderão ser alterados por deliberação da assembleia geral
de cotistas, observadas as regras estabelecidas em seu regulamento.


FII Shopping West Plaza - WPLZ11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do 
WPLZ11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/WPLZ11,Investidores em Geral,Shoppings,1.814,Passiva,Indeterminado,Renda,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07.253.654/0001-76,(11) 5412-5400,dtvm@hedgeinvest.com.br,www.hedgeinvest.com.br,17/01/2008,,
WPLZ11B,,,,Indefinido,,"WPLZ11B: FII W PLAZA        

        O Fundo de Investimento Imobiliário Shopping West Plaza, é um Fundo destinado a pessoas físicas e/ou jurídicas com objetivo de investimento de longo prazo, remunerado a partir de receitas provenientes de imóveis comerciais.",https://www.fundsexplorer.com.br/funds/WPLZ11B,,,,,,,,,,,,,,
WSEC11,WARREN SECURITIES FDO DE INV IMOB,43.440.579/0001-16,FII WARREN,Indefinido,245.651,,https://www.fundsexplorer.com.br/funds/WSEC11,Investidores em Geral,Títulos e Valores Mobiliários,504,Ativa,Indeterminado,Títulos e Valores Mobiliários,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,11 3030-7177,fundos@vortx.com.br,www.vortx.com.br,,,
WTSP11B,Ourinvest RE I,28.693.595/0001-27,Ourinvest RE I,Misto,992.565,"WTSP11B: Ourinvest RE I        


WTSP11B –
Um FII De Tijolo Híbrido


WTSP11B é um fundo imobiliário do tipo tijolo. Seus
investimentos são destinados em sua maioria nos empreendimentos imobiliários
físicos.

Fundos como o 
WTSP11B
 do modelo tijolo/híbrido podem
ser compostos por todos os segmentos de investimento do mercado imobiliário.
Esse perfil oferece boas oportunidades de investimento devido a sua grande
diversificação de ativos.

O 
FII 
OURINVEST RE I
 é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão ativa de segmento híbrido. É constituído sob a forma de condomínio
fechado, com prazo de duração indeterminado, sendo regido por seu regulamento e
pelas disposições legais que lhe forem aplicáveis.


Características do fundo WTSP11B


O 
Fundo Imobiliário 
OURINVEST RE
I 
foi constituído em setembro de 2017, é destinado a investidores
qualificados e tem como objetivo auferir rendimentos recorrentes da aquisição
dos ativos alvo, conforme definidos em seu regulamento, e da exploração de
imóveis comerciais  localizados no estado de São Paulo, incluindo, mas não se
limitando a lojas, shoppings centers, hotéis, teatros, centros de convenção,
dentre outros imóveis alvo.

Os imóveis
alvo poderão ser de propriedade exclusiva do fundo ou sua titularidade poderá
ser detida de forma parcial. Os ativos alvo que poderão ser objeto de
investimento poderão ser CRI, LH, LCI, Debêntures permitidas aos Fiis, dentre
outros descritos em seu regulamento.

É WTSP11B é administrado pelo Banco Ourinvest S.A.,
instituição financeira credenciada pela CVM para prestar os serviços de
administração de recursos de terceiros.

As cotas do 
FII OURINVEST RE I
 são negociadas com o código (ticker) 
WTSP11B
 no
mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,5% ao ano
sobre patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de
índice de mercado (IFIX) com mínimo de R$ 50.000,00 mensais corrigido pelo
IGPM.

A política de distribuição de 
rendimentos do
WTSP11B 
deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

O resultado auferido num determinado período poderá ser
distribuído aos cotistas até o 15° dia útil do mês da data de apuração, a
título de antecipação dos rendimentos do semestre a serem distribuídos.


FII OURINVEST RE I - WTSP11B


As aplicações realizadas no fundo não contam com garantia
do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira
do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
WTSP11B
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/WTSP11B,Investidor Qualificado,Híbrido,210,Ativa,Indeterminado,Renda,BANCO OURINVEST S.A.,78.632.767/0001-20,4081-44024081-45764081-4444,fundos.imobiliarios@ouribank.com,ouribank.com,23/02/2018,,
WVSC11,,,,Indefinido,,,https://www.fundsexplorer.com.br/funds/WVSC11,,,,,,,,,,,,,,
XBXO11,R CAP 1810 FUNDO DE FUNDOS,36.814.809/0001-02,FII RCAP FOF,Fundo de Fundos,3.042.600,,https://www.fundsexplorer.com.br/funds/XBXO11,Investidores em Geral,Outros,5,Ativa,Indeterminado,Renda,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,12.063.256/0001-27,(011) 3165-6000,admfundos@terrainvestimentos.com.br,www.terrainvestimentos.com.br,,,
XPCA11,XP CRÉDITO AGRÍCOLA FDO INV FIAGRO IMOBILIÁRIO,41.269.527/0001-01,FIAGRO XP CA,Indefinido,45.523.076,,https://www.fundsexplorer.com.br/funds/XPCA11,Investidores em Geral,Títulos e Valores Mobiliários,104.695,Ativa,Indeterminado,Títulos e Valores Mobiliários,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,(11) 3027-2237,adm.fundos.estruturados@xpi.com.br,www.xpi.com.br,,,
XPCI11,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,28.516.301/0001-91,FII XP CRED,Papéis,8.701.551,"XPCI11: XP CREDITO IMOBILIÁRIO - FDO INV IMOB        


XPCI11 –
FII do Tipo Papel de renda gestão ativa 


XPCI11 é um fundo imobiliário do tipo papel, ou seja,
seus investimentos são destinados principalmente a aplicações em títulos e
valores mobiliários.

Fundos de papel como 
XPCI11 
são fundos de
investimentos que atuam majoritariamente em recebíveis imobiliários, que são
investimentos de renda fixa voltado ao setor imobiliário.

O 
XP Crédito Imobiliário
 é um fundo de
investimento imobiliário do tipo ANBIMA híbrido gestão ativa do segmento outros.
É constituído sob a forma de condomínio fechado, com prazo de duração
indeterminado, regido pelas disposições legais e regulamentares que lhe forem
aplicáveis.


Características
do fundo XPCI11


O 
Fundo Imobiliário
 
XP Crédito
Imobiliário
 foi constituído em abril de 2019 com o objetivo de
proporcionar aos cotistas a valorização e a rentabilidade de suas cotas,
conforme a política de investimento definida em seu regulamento, preponderantemente,
assim entendido como mais de 2/3 do patrimônio líquido, por meio de investimentos
nos ativos alvo, com gestão ativa da carteira pelo gestor.

Os investimentos do fundo estão sujeitos a flutuações
típicas do mercado, risco de crédito, risco sistêmico, condições adversas de
liquidez e negociação atípica nos mercados de atuação e, mesmo que o
administrador e o gestor mantenham rotinas e procedimentos de gerenciamento de
riscos, não há qualquer garantia de eliminação da possibilidade de perdas para
o FII e para o cotista.

As atividades de administração serão exercidas pela Vórtx,
sociedade devidamente autorizada para gestão de recursos de terceiros.

As cotas do 
XP Crédito Imobiliário
 são
negociadas com o código (ticker) XPCI11 no mercado de bolsa da B3 -
Brasil, Bolsa e Balcão.

Sua taxa de administração é de 1,00% ao ano sobre patrimônio
líquido ou valor de mercado se o fundo fizer parte de índice de mercado (IFIX)
com mínimo R$ 40.000,00 mensais corrigido pelo IGPM. A taxa de administração
engloba gestão, custódia, escrituração e controladoria.

A política de distribuição de 
rendimentos do XPCI11
 considera
que o fundo deverá distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

Havendo resultado a ser distribuído aos cotistas, o administrador
informará a data de pagamento, que deverá ser até o 10º dia útil subsequente ao
término do referido período de apuração dos rendimentos.


XP
Crédito Imobiliário – XPCI11


As aplicações realizadas no fundo não contam com garantia do
Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Por fim, para conferir outros dados e indicadores do 
XPCI11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/XPCI11,Investidores em Geral,Títulos e Valores Mobiliários,79.595,Ativa,Indeterminado,Títulos e Valores Mobiliários,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,(11) 3027-2237,adm.fundos.estruturados@xpi.com.br,www.xpi.com.br,,,
XPCM11,XP Corporate Macaé,16.802.320/0001-03,XP Corporate Macaé,Lajes Corporativas,2.414.570,"XPCM11: XP Corporate Macaé        


XPCM11 – Um
FII Mono Ativo De Tijolo


XPCM11 é um fundo imobiliário do
tipo tijolo. Seus investimentos são direcionados em propriedades comercias do
segmento escritórios.

Fundos com o perfil do 
XPCM11 
possuem
essa característica pelo motivo de obterem imóveis físicos, podendo o fundo
rentabilizar através da compra ou construção para gerar aluguéis ou também
ganhar com a venda dos imóveis.

O 
XP Corporate Macaé 
é um
fundo de investimento imobiliário do tipo ANBIMA renda gestão passiva de
segmento lajes corporativas. É constituído sob a forma de condomínio fechado,
com prazo de duração indeterminado, sendo regido por seu regulamento e pelas
disposições legais que lhe forem aplicáveis.


Características do fundo XPCM11


O 
Fundo Imobiliário XP
Corporate Macaé 
foi constituído em janeiro de 2013 e tem por objeto a
realização de investimentos imobiliários de longo prazo, por meio da aquisição
e posterior gestão patrimonial.

Suas cotas são destinadas a
investidores em geral, sejam eles pessoas físicas ou jurídicas, fundos de
investimento, ou quaisquer outros veículos de investimento, domiciliados ou com
sede no Brasil ou no exterior.

A parcela do patrimônio do 
XPCM11

não aplicada nos ativos imobiliários poderá ser aplicada em ativos de renda
fixa.

O fundo é administrado pela Rio
Bravo Investimentos DTVM Ltda., e sua gestão feita pelo XP Gestão de Recursos
Ltda.

A administração irá realizar
todas as operações e praticar todos os atos que se relacionem, direta ou
indiretamente, com o funcionamento e a manutenção do fundo.

As cotas do 
XP Corporate Macaé

são negociadas com o código (ticker) 
XPCM11
 no mercado de bolsa da
B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de
0,80% ao ano sobre patrimônio líquido com mínimo de R$ 100.000,00 mensais
corrigido pelo IGPM.

A política
de distribuição de 
rendimentos do XPCM11 
deve distribuir a seus
cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o regime de
caixa.

Os lucros auferidos mensalmente
pelo fundo, serão distribuídos aos cotistas até o 10º dia útil do mês
imediatamente subsequente ao de referência.

Farão jus aos rendimentos os
titulares de cotas do fundo no fechamento do último dia de cada mês, de acordo
com as contas de depósito mantidas pelo Escriturador das cotas do fundo.


XP Corporate Macaé – XPCM11


As
aplicações realizadas no fundo não contam com garantia do Administrador ou do
Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado
por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.

Para conferir outros dados e
indicadores do 
XPCM11
, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/XPCM11,Investidores em Geral,Lajes Corporativas,20.714,Passiva,Indeterminado,Renda,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72.600.026/0001-81,(11) 3509-6600,fundosimobiliarios@riobravo.com.br,www.riobravo.com.br,11/03/2018,,
