Ticker,Descrição,Valor
RDLI11,RDLI11 X POUPANÇA,N/A
RDLS11,Aplicação em 12 meses,"R$ 50.000,00"
RDLS11,Montante final na POUPANÇA,N/A
RDLS11,Montante final no FUNDO,N/A
RDLS11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RDLS11,Valorização patrimonial no fundo,N/A
RDLS11,RDLS11 X POUPANÇA,N/A
RDPD11,Aplicação em 12 meses,"R$ 50.000,00"
RDPD11,Montante final na POUPANÇA,"R$ 53.000,00"
RDPD11,Montante final no FUNDO,"R$ 32.639,42"
RDPD11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 10.950,31"
RDPD11,Valorização patrimonial no fundo,"R$ 21.689,11"
RDPD11,RDPD11 X POUPANÇA,"-38,42%"
RECH11,Aplicação em 12 meses,"R$ 50.000,00"
RECH11,Montante final na POUPANÇA,N/A
RECH11,Montante final no FUNDO,N/A
RECH11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RECH11,Valorização patrimonial no fundo,N/A
RECH11,RECH11 X POUPANÇA,N/A
RECT11,Aplicação em 12 meses,"R$ 50.000,00"
RECT11,Montante final na POUPANÇA,"R$ 53.000,00"
RECT11,Montante final no FUNDO,"R$ 42.099,58"
RECT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.695,26"
RECT11,Valorização patrimonial no fundo,"R$ 35.404,32"
RECT11,RECT11 X POUPANÇA,"-20,57%"
RECX11,Aplicação em 12 meses,"R$ 50.000,00"
RECX11,Montante final na POUPANÇA,"R$ 53.000,00"
RECX11,Montante final no FUNDO,"R$ 53.128,05"
RECX11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.872,52"
RECX11,Valorização patrimonial no fundo,"R$ 48.255,52"
RECX11,RECX11 X POUPANÇA,"0,24%"
REIT11,Aplicação em 12 meses,"R$ 50.000,00"
REIT11,Montante final na POUPANÇA,"R$ 53.000,00"
REIT11,Montante final no FUNDO,"R$ 42.591,17"
REIT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.837,20"
REIT11,Valorização patrimonial no fundo,"R$ 39.753,97"
REIT11,REIT11 X POUPANÇA,"-19,64%"
REIT11B,Aplicação em 12 meses,"R$ 50.000,00"
REIT11B,Montante final na POUPANÇA,N/A
REIT11B,Montante final no FUNDO,N/A
REIT11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
REIT11B,Valorização patrimonial no fundo,N/A
REIT11B,REIT11B X POUPANÇA,N/A
RELG11,Aplicação em 12 meses,"R$ 50.000,00"
RELG11,Montante final na POUPANÇA,"R$ 53.000,00"
RELG11,Montante final no FUNDO,"R$ 50.978,89"
RELG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 434,20"
RELG11,Valorização patrimonial no fundo,"R$ 50.544,69"
RELG11,RELG11 X POUPANÇA,"-3,81%"
RENV11,Aplicação em 12 meses,"R$ 50.000,00"
RENV11,Montante final na POUPANÇA,"R$ 53.000,00"
RENV11,Montante final no FUNDO,N/A
RENV11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RENV11,Valorização patrimonial no fundo,"R$ 48.265,01"
RENV11,RENV11 X POUPANÇA,N/A
REON11,Aplicação em 12 meses,"R$ 50.000,00"
REON11,Montante final na POUPANÇA,N/A
REON11,Montante final no FUNDO,N/A
REON11,Rendimento (ISENTO DE IR) no FUNDO,N/A
REON11,Valorização patrimonial no fundo,N/A
REON11,REON11 X POUPANÇA,N/A
RFOF11,Aplicação em 12 meses,"R$ 50.000,00"
RFOF11,Montante final na POUPANÇA,"R$ 53.000,00"
RFOF11,Montante final no FUNDO,"R$ 51.233,01"
RFOF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.228,67"
RFOF11,Valorização patrimonial no fundo,"R$ 45.004,34"
RFOF11,RFOF11 X POUPANÇA,"-3,33%"
RIFF11,Aplicação em 12 meses,"R$ 50.000,00"
RIFF11,Montante final na POUPANÇA,N/A
RIFF11,Montante final no FUNDO,N/A
RIFF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RIFF11,Valorização patrimonial no fundo,N/A
RIFF11,RIFF11 X POUPANÇA,N/A
RINV11,Aplicação em 12 meses,"R$ 50.000,00"
RINV11,Montante final na POUPANÇA,"R$ 53.000,00"
RINV11,Montante final no FUNDO,"R$ 58.079,96"
RINV11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.046,94"
RINV11,Valorização patrimonial no fundo,"R$ 51.033,02"
RINV11,RINV11 X POUPANÇA,"9,58%"
RMAI11,Aplicação em 12 meses,"R$ 50.000,00"
RMAI11,Montante final na POUPANÇA,"R$ 53.000,00"
RMAI11,Montante final no FUNDO,"R$ 78.517,03"
RMAI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.493,91"
RMAI11,Valorização patrimonial no fundo,"R$ 75.023,12"
RMAI11,RMAI11 X POUPANÇA,"48,15%"
RNDP11,Aplicação em 12 meses,"R$ 50.000,00"
RNDP11,Montante final na POUPANÇA,"R$ 53.000,00"
RNDP11,Montante final no FUNDO,"R$ 33.155,32"
RNDP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 10.565,52"
RNDP11,Valorização patrimonial no fundo,"R$ 22.589,80"
RNDP11,RNDP11 X POUPANÇA,"-37,44%"
RNGO11,Aplicação em 12 meses,"R$ 50.000,00"
RNGO11,Montante final na POUPANÇA,"R$ 53.000,00"
RNGO11,Montante final no FUNDO,"R$ 54.302,52"
RNGO11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.992,20"
RNGO11,Valorização patrimonial no fundo,"R$ 49.310,32"
RNGO11,RNGO11 X POUPANÇA,"2,46%"
ROOF11,Aplicação em 12 meses,"R$ 50.000,00"
ROOF11,Montante final na POUPANÇA,"R$ 53.000,00"
ROOF11,Montante final no FUNDO,"R$ 71.319,93"
ROOF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.878,36"
ROOF11,Valorização patrimonial no fundo,"R$ 68.441,57"
ROOF11,ROOF11 X POUPANÇA,"34,57%"
RPRI11,Aplicação em 12 meses,"R$ 50.000,00"
RPRI11,Montante final na POUPANÇA,"R$ 53.000,00"
RPRI11,Montante final no FUNDO,"R$ 54.118,87"
RPRI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.410,85"
RPRI11,Valorização patrimonial no fundo,"R$ 47.708,02"
RPRI11,RPRI11 X POUPANÇA,"2,11%"
RRCI11,Aplicação em 12 meses,"R$ 50.000,00"
RRCI11,Montante final na POUPANÇA,"R$ 53.000,00"
RRCI11,Montante final no FUNDO,"R$ 54.927,51"
RRCI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.905,74"
RRCI11,Valorização patrimonial no fundo,"R$ 48.021,77"
RRCI11,RRCI11 X POUPANÇA,"3,64%"
RSPD11,Aplicação em 12 meses,"R$ 50.000,00"
RSPD11,Montante final na POUPANÇA,"R$ 53.000,00"
RSPD11,Montante final no FUNDO,"R$ 45.547,71"
RSPD11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.193,39"
RSPD11,Valorização patrimonial no fundo,"R$ 42.354,33"
RSPD11,RSPD11 X POUPANÇA,"-14,06%"
RTEL11,Aplicação em 12 meses,"R$ 50.000,00"
RTEL11,Montante final na POUPANÇA,N/A
RTEL11,Montante final no FUNDO,N/A
RTEL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RTEL11,Valorização patrimonial no fundo,N/A
RTEL11,RTEL11 X POUPANÇA,N/A
RURA11,Aplicação em 12 meses,"R$ 50.000,00"
RURA11,Montante final na POUPANÇA,"R$ 53.000,00"
RURA11,Montante final no FUNDO,N/A
RURA11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RURA11,Valorização patrimonial no fundo,"R$ 48.000,06"
RURA11,RURA11 X POUPANÇA,N/A
RVBI11,Aplicação em 12 meses,"R$ 50.000,00"
RVBI11,Montante final na POUPANÇA,"R$ 53.000,00"
RVBI11,Montante final no FUNDO,"R$ 51.901,06"
RVBI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.980,80"
RVBI11,Valorização patrimonial no fundo,"R$ 45.920,26"
RVBI11,RVBI11 X POUPANÇA,"-2,07%"
RZAG11,Aplicação em 12 meses,"R$ 50.000,00"
RZAG11,Montante final na POUPANÇA,"R$ 53.000,00"
RZAG11,Montante final no FUNDO,"R$ 52.882,23"
RZAG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.941,66"
RZAG11,Valorização patrimonial no fundo,"R$ 44.940,57"
RZAG11,RZAG11 X POUPANÇA,"-0,22%"
RZAK11,Aplicação em 12 meses,"R$ 50.000,00"
RZAK11,Montante final na POUPANÇA,"R$ 53.000,00"
RZAK11,Montante final no FUNDO,"R$ 54.515,76"
RZAK11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 8.120,40"
RZAK11,Valorização patrimonial no fundo,"R$ 46.395,36"
RZAK11,RZAK11 X POUPANÇA,"2,86%"
RZAT11,Aplicação em 12 meses,"R$ 50.000,00"
RZAT11,Montante final na POUPANÇA,"R$ 53.000,00"
RZAT11,Montante final no FUNDO,"R$ 62.839,44"
RZAT11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.370,32"
RZAT11,Valorização patrimonial no fundo,"R$ 56.469,12"
RZAT11,RZAT11 X POUPANÇA,"18,56%"
RZDS11,Aplicação em 12 meses,"R$ 50.000,00"
RZDS11,Montante final na POUPANÇA,N/A
RZDS11,Montante final no FUNDO,N/A
RZDS11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RZDS11,Valorização patrimonial no fundo,N/A
RZDS11,RZDS11 X POUPANÇA,N/A
RZEO11,Aplicação em 12 meses,"R$ 50.000,00"
RZEO11,Montante final na POUPANÇA,"R$ 53.000,00"
RZEO11,Montante final no FUNDO,"R$ 137.120,03"
RZEO11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.482,30"
RZEO11,Valorização patrimonial no fundo,"R$ 134.637,73"
RZEO11,RZEO11 X POUPANÇA,"158,72%"
RZTR11,Aplicação em 12 meses,"R$ 50.000,00"
RZTR11,Montante final na POUPANÇA,"R$ 53.000,00"
RZTR11,Montante final no FUNDO,"R$ 55.488,57"
RZTR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.398,55"
RZTR11,Valorização patrimonial no fundo,"R$ 49.090,02"
RZTR11,RZTR11 X POUPANÇA,"4,70%"
RZZI11,Aplicação em 12 meses,"R$ 50.000,00"
RZZI11,Montante final na POUPANÇA,N/A
RZZI11,Montante final no FUNDO,N/A
RZZI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
RZZI11,Valorização patrimonial no fundo,N/A
RZZI11,RZZI11 X POUPANÇA,N/A
SAAG11,Aplicação em 12 meses,"R$ 50.000,00"
SAAG11,Montante final na POUPANÇA,"R$ 53.000,00"
SAAG11,Montante final no FUNDO,N/A
SAAG11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SAAG11,Valorização patrimonial no fundo,"R$ 50.000,00"
SAAG11,SAAG11 X POUPANÇA,N/A
SACL11,Aplicação em 12 meses,"R$ 50.000,00"
SACL11,Montante final na POUPANÇA,N/A
SACL11,Montante final no FUNDO,N/A
SACL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SACL11,Valorização patrimonial no fundo,N/A
SACL11,SACL11 X POUPANÇA,N/A
SADI11,Aplicação em 12 meses,"R$ 50.000,00"
SADI11,Montante final na POUPANÇA,"R$ 53.000,00"
SADI11,Montante final no FUNDO,"R$ 59.080,23"
SADI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.331,44"
SADI11,Valorização patrimonial no fundo,"R$ 52.748,79"
SADI11,SADI11 X POUPANÇA,"11,47%"
SAIC11B,Aplicação em 12 meses,"R$ 50.000,00"
SAIC11B,Montante final na POUPANÇA,"R$ 53.000,00"
SAIC11B,Montante final no FUNDO,N/A
SAIC11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
SAIC11B,Valorização patrimonial no fundo,"R$ 20,00"
SAIC11B,SAIC11B X POUPANÇA,N/A
SALI11,Aplicação em 12 meses,"R$ 50.000,00"
SALI11,Montante final na POUPANÇA,N/A
SALI11,Montante final no FUNDO,N/A
SALI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SALI11,Valorização patrimonial no fundo,N/A
SALI11,SALI11 X POUPANÇA,N/A
SAPI11,Aplicação em 12 meses,"R$ 50.000,00"
SAPI11,Montante final na POUPANÇA,"R$ 53.000,00"
SAPI11,Montante final no FUNDO,"R$ 51.324,99"
SAPI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.189,27"
SAPI11,Valorização patrimonial no fundo,"R$ 47.135,72"
SAPI11,SAPI11 X POUPANÇA,"-3,16%"
SARE11,Aplicação em 12 meses,"R$ 50.000,00"
SARE11,Montante final na POUPANÇA,"R$ 53.000,00"
SARE11,Montante final no FUNDO,"R$ 41.420,45"
SARE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.739,68"
SARE11,Valorização patrimonial no fundo,"R$ 35.680,77"
SARE11,SARE11 X POUPANÇA,"-21,85%"
SAUS11,Aplicação em 12 meses,"R$ 50.000,00"
SAUS11,Montante final na POUPANÇA,N/A
SAUS11,Montante final no FUNDO,N/A
SAUS11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SAUS11,Valorização patrimonial no fundo,N/A
SAUS11,SAUS11 X POUPANÇA,N/A
SBCL11,Aplicação em 12 meses,"R$ 50.000,00"
SBCL11,Montante final na POUPANÇA,N/A
SBCL11,Montante final no FUNDO,N/A
SBCL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SBCL11,Valorização patrimonial no fundo,N/A
SBCL11,SBCL11 X POUPANÇA,N/A
SCPF11,Aplicação em 12 meses,"R$ 50.000,00"
SCPF11,Montante final na POUPANÇA,"R$ 53.000,00"
SCPF11,Montante final no FUNDO,"R$ 29.319,45"
SCPF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.518,56"
SCPF11,Valorização patrimonial no fundo,"R$ 26.800,89"
SCPF11,SCPF11 X POUPANÇA,"-44,68%"
SDIL11,Aplicação em 12 meses,"R$ 50.000,00"
SDIL11,Montante final na POUPANÇA,"R$ 53.000,00"
SDIL11,Montante final no FUNDO,"R$ 59.408,64"
SDIL11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.029,78"
SDIL11,Valorização patrimonial no fundo,"R$ 54.378,86"
SDIL11,SDIL11 X POUPANÇA,"12,09%"
SDIP11,Aplicação em 12 meses,"R$ 50.000,00"
SDIP11,Montante final na POUPANÇA,N/A
SDIP11,Montante final no FUNDO,N/A
SDIP11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SDIP11,Valorização patrimonial no fundo,N/A
SDIP11,SDIP11 X POUPANÇA,N/A
SEED11,Aplicação em 12 meses,"R$ 50.000,00"
SEED11,Montante final na POUPANÇA,"R$ 53.000,00"
SEED11,Montante final no FUNDO,"R$ 57.935,00"
SEED11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.465,00"
SEED11,Valorização patrimonial no fundo,"R$ 52.470,00"
SEED11,SEED11 X POUPANÇA,"9,31%"
SEQR11,Aplicação em 12 meses,"R$ 50.000,00"
SEQR11,Montante final na POUPANÇA,"R$ 53.000,00"
SEQR11,Montante final no FUNDO,"R$ 48.188,37"
SEQR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 8.077,45"
SEQR11,Valorização patrimonial no fundo,"R$ 40.110,92"
SEQR11,SEQR11 X POUPANÇA,"-9,08%"
SFND11,Aplicação em 12 meses,"R$ 50.000,00"
SFND11,Montante final na POUPANÇA,"R$ 53.000,00"
SFND11,Montante final no FUNDO,"R$ 50.060,10"
SFND11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 60,10"
SFND11,Valorização patrimonial no fundo,"R$ 50.000,00"
SFND11,SFND11 X POUPANÇA,"-5,55%"
SHDP11B,Aplicação em 12 meses,"R$ 50.000,00"
SHDP11B,Montante final na POUPANÇA,N/A
SHDP11B,Montante final no FUNDO,N/A
SHDP11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
SHDP11B,Valorização patrimonial no fundo,N/A
SHDP11B,SHDP11B X POUPANÇA,N/A
SHOP11,Aplicação em 12 meses,"R$ 50.000,00"
SHOP11,Montante final na POUPANÇA,"R$ 53.000,00"
SHOP11,Montante final no FUNDO,N/A
SHOP11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SHOP11,Valorização patrimonial no fundo,"R$ 49.255,38"
SHOP11,SHOP11 X POUPANÇA,N/A
SHPH11,Aplicação em 12 meses,"R$ 50.000,00"
SHPH11,Montante final na POUPANÇA,"R$ 53.000,00"
SHPH11,Montante final no FUNDO,"R$ 59.876,61"
SHPH11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.113,60"
SHPH11,Valorização patrimonial no fundo,"R$ 56.763,01"
SHPH11,SHPH11 X POUPANÇA,"12,97%"
SHSO11,Aplicação em 12 meses,"R$ 50.000,00"
SHSO11,Montante final na POUPANÇA,N/A
SHSO11,Montante final no FUNDO,N/A
SHSO11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SHSO11,Valorização patrimonial no fundo,N/A
SHSO11,SHSO11 X POUPANÇA,N/A
SIGR11,Aplicação em 12 meses,"R$ 50.000,00"
SIGR11,Montante final na POUPANÇA,"R$ 53.000,00"
SIGR11,Montante final no FUNDO,"R$ 54.611,33"
SIGR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.661,28"
SIGR11,Valorização patrimonial no fundo,"R$ 49.950,05"
SIGR11,SIGR11 X POUPANÇA,"3,04%"
SJAU11,Aplicação em 12 meses,"R$ 50.000,00"
SJAU11,Montante final na POUPANÇA,"R$ 53.000,00"
SJAU11,Montante final no FUNDO,"R$ 48.183,92"
SJAU11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 9.979,20"
SJAU11,Valorização patrimonial no fundo,"R$ 38.204,72"
SJAU11,SJAU11 X POUPANÇA,"-9,09%"
SLDZ11,Aplicação em 12 meses,"R$ 50.000,00"
SLDZ11,Montante final na POUPANÇA,N/A
SLDZ11,Montante final no FUNDO,N/A
SLDZ11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SLDZ11,Valorização patrimonial no fundo,N/A
SLDZ11,SLDZ11 X POUPANÇA,N/A
SMRE11,Aplicação em 12 meses,"R$ 50.000,00"
SMRE11,Montante final na POUPANÇA,"R$ 53.000,00"
SMRE11,Montante final no FUNDO,"R$ 52.763,88"
SMRE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.638,88"
SMRE11,Valorização patrimonial no fundo,"R$ 51.125,00"
SMRE11,SMRE11 X POUPANÇA,"-0,45%"
SNEL11,Aplicação em 12 meses,"R$ 50.000,00"
SNEL11,Montante final na POUPANÇA,"R$ 53.000,00"
SNEL11,Montante final no FUNDO,"R$ 62.502,41"
SNEL11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.507,58"
SNEL11,Valorização patrimonial no fundo,"R$ 56.994,83"
SNEL11,SNEL11 X POUPANÇA,"17,93%"
SNFZ11,Aplicação em 12 meses,"R$ 50.000,00"
SNFZ11,Montante final na POUPANÇA,"R$ 53.000,00"
SNFZ11,Montante final no FUNDO,N/A
SNFZ11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SNFZ11,Valorização patrimonial no fundo,"R$ 50.000,00"
SNFZ11,SNFZ11 X POUPANÇA,N/A
SNID11,Aplicação em 12 meses,"R$ 50.000,00"
SNID11,Montante final na POUPANÇA,"R$ 53.000,00"
SNID11,Montante final no FUNDO,"R$ 58.858,51"
SNID11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.394,50"
SNID11,Valorização patrimonial no fundo,"R$ 52.464,01"
SNID11,SNID11 X POUPANÇA,"11,05%"
SNLG11,Aplicação em 12 meses,"R$ 50.000,00"
SNLG11,Montante final na POUPANÇA,"R$ 53.000,00"
SNLG11,Montante final no FUNDO,"R$ 53.135,61"
SNLG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.225,60"
SNLG11,Valorização patrimonial no fundo,"R$ 49.910,01"
SNLG11,SNLG11 X POUPANÇA,"0,26%"
SNME11,Aplicação em 12 meses,"R$ 50.000,00"
SNME11,Montante final na POUPANÇA,"R$ 53.000,00"
SNME11,Montante final no FUNDO,"R$ 50.242,50"
SNME11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.122,02"
SNME11,Valorização patrimonial no fundo,"R$ 45.120,47"
SNME11,SNME11 X POUPANÇA,"-5,20%"
SOLR11,Aplicação em 12 meses,"R$ 50.000,00"
SOLR11,Montante final na POUPANÇA,"R$ 53.000,00"
SOLR11,Montante final no FUNDO,"R$ 50.021,63"
SOLR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 224,23"
SOLR11,Valorização patrimonial no fundo,"R$ 49.797,40"
SOLR11,SOLR11 X POUPANÇA,"-5,62%"
SPAF11,Aplicação em 12 meses,"R$ 50.000,00"
SPAF11,Montante final na POUPANÇA,N/A
SPAF11,Montante final no FUNDO,N/A
SPAF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SPAF11,Valorização patrimonial no fundo,N/A
SPAF11,SPAF11 X POUPANÇA,N/A
SPDE11,Aplicação em 12 meses,"R$ 50.000,00"
SPDE11,Montante final na POUPANÇA,"R$ 53.000,00"
SPDE11,Montante final no FUNDO,"R$ 62.137,06"
SPDE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 357,20"
SPDE11,Valorização patrimonial no fundo,"R$ 61.779,86"
SPDE11,SPDE11 X POUPANÇA,"17,24%"
SPGM11,Aplicação em 12 meses,"R$ 50.000,00"
SPGM11,Montante final na POUPANÇA,"R$ 53.000,00"
SPGM11,Montante final no FUNDO,N/A
SPGM11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SPGM11,Valorização patrimonial no fundo,"R$ 50.000,00"
SPGM11,SPGM11 X POUPANÇA,N/A
SPMO11,Aplicação em 12 meses,"R$ 50.000,00"
SPMO11,Montante final na POUPANÇA,"R$ 53.000,00"
SPMO11,Montante final no FUNDO,"R$ 60.192,78"
SPMO11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 149,21"
SPMO11,Valorização patrimonial no fundo,"R$ 60.043,57"
SPMO11,SPMO11 X POUPANÇA,"13,57%"
SPTW11,Aplicação em 12 meses,"R$ 50.000,00"
SPTW11,Montante final na POUPANÇA,"R$ 53.000,00"
SPTW11,Montante final no FUNDO,"R$ 56.411,57"
SPTW11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.766,39"
SPTW11,Valorização patrimonial no fundo,"R$ 49.645,18"
SPTW11,SPTW11 X POUPANÇA,"6,44%"
SPVJ11,Aplicação em 12 meses,"R$ 50.000,00"
SPVJ11,Montante final na POUPANÇA,N/A
SPVJ11,Montante final no FUNDO,N/A
SPVJ11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SPVJ11,Valorização patrimonial no fundo,N/A
SPVJ11,SPVJ11 X POUPANÇA,N/A
SPXC11,Aplicação em 12 meses,"R$ 50.000,00"
SPXC11,Montante final na POUPANÇA,N/A
SPXC11,Montante final no FUNDO,N/A
SPXC11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SPXC11,Valorização patrimonial no fundo,N/A
SPXC11,SPXC11 X POUPANÇA,N/A
SPXG11,Aplicação em 12 meses,"R$ 50.000,00"
SPXG11,Montante final na POUPANÇA,N/A
SPXG11,Montante final no FUNDO,N/A
SPXG11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SPXG11,Valorização patrimonial no fundo,N/A
SPXG11,SPXG11 X POUPANÇA,N/A
SPXL11,Aplicação em 12 meses,"R$ 50.000,00"
SPXL11,Montante final na POUPANÇA,N/A
SPXL11,Montante final no FUNDO,N/A
SPXL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
SPXL11,Valorização patrimonial no fundo,N/A
SPXL11,SPXL11 X POUPANÇA,N/A
SPXS11,Aplicação em 12 meses,"R$ 50.000,00"
SPXS11,Montante final na POUPANÇA,"R$ 53.000,00"
SPXS11,Montante final no FUNDO,"R$ 55.239,71"
SPXS11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.339,70"
SPXS11,Valorização patrimonial no fundo,"R$ 48.900,01"
SPXS11,SPXS11 X POUPANÇA,"4,23%"
SRVD11,Aplicação em 12 meses,"R$ 50.000,00"
SRVD11,Montante final na POUPANÇA,"R$ 53.000,00"
SRVD11,Montante final no FUNDO,"R$ 29.649,15"
SRVD11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.333,20"
SRVD11,Valorização patrimonial no fundo,"R$ 26.315,95"
SRVD11,SRVD11 X POUPANÇA,"-44,06%"
STMB11,Aplicação em 12 meses,"R$ 50.000,00"
STMB11,Montante final na POUPANÇA,N/A
STMB11,Montante final no FUNDO,N/A
STMB11,Rendimento (ISENTO DE IR) no FUNDO,N/A
STMB11,Valorização patrimonial no fundo,N/A
STMB11,STMB11 X POUPANÇA,N/A
STRX11,Aplicação em 12 meses,"R$ 50.000,00"
STRX11,Montante final na POUPANÇA,"R$ 53.000,00"
STRX11,Montante final no FUNDO,"R$ 53.237,82"
STRX11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.978,36"
STRX11,Valorização patrimonial no fundo,"R$ 50.259,46"
STRX11,STRX11 X POUPANÇA,"0,45%"
TBOF11,Aplicação em 12 meses,"R$ 50.000,00"
TBOF11,Montante final na POUPANÇA,"R$ 53.000,00"
TBOF11,Montante final no FUNDO,"R$ 52.643,46"
TBOF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.643,46"
TBOF11,Valorização patrimonial no fundo,"R$ 50.000,00"
TBOF11,TBOF11 X POUPANÇA,"-0,67%"
TCIN11,Aplicação em 12 meses,"R$ 50.000,00"
TCIN11,Montante final na POUPANÇA,"R$ 53.000,00"
TCIN11,Montante final no FUNDO,N/A
TCIN11,Rendimento (ISENTO DE IR) no FUNDO,N/A
TCIN11,Valorização patrimonial no fundo,"R$ 53.463,38"
TCIN11,TCIN11 X POUPANÇA,N/A
TCPF11,Aplicação em 12 meses,"R$ 50.000,00"
TCPF11,Montante final na POUPANÇA,"R$ 53.000,00"
TCPF11,Montante final no FUNDO,"R$ 62.867,52"
TCPF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 12.867,52"
TCPF11,Valorização patrimonial no fundo,"R$ 50.000,00"
TCPF11,TCPF11 X POUPANÇA,"18,62%"
TELD11,Aplicação em 12 meses,"R$ 50.000,00"
TELD11,Montante final na POUPANÇA,N/A
TELD11,Montante final no FUNDO,N/A
TELD11,Rendimento (ISENTO DE IR) no FUNDO,N/A
TELD11,Valorização patrimonial no fundo,N/A
TELD11,TELD11 X POUPANÇA,N/A
TELF11,Aplicação em 12 meses,"R$ 50.000,00"
TELF11,Montante final na POUPANÇA,N/A
TELF11,Montante final no FUNDO,N/A
TELF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
TELF11,Valorização patrimonial no fundo,N/A
TELF11,TELF11 X POUPANÇA,N/A
TELM11,Aplicação em 12 meses,"R$ 50.000,00"
TELM11,Montante final na POUPANÇA,N/A
TELM11,Montante final no FUNDO,N/A
TELM11,Rendimento (ISENTO DE IR) no FUNDO,N/A
TELM11,Valorização patrimonial no fundo,N/A
TELM11,TELM11 X POUPANÇA,N/A
TEPP11,Aplicação em 12 meses,"R$ 50.000,00"
TEPP11,Montante final na POUPANÇA,"R$ 53.000,00"
TEPP11,Montante final no FUNDO,"R$ 56.337,50"
TEPP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.493,60"
TEPP11,Valorização patrimonial no fundo,"R$ 50.843,90"
TEPP11,TEPP11 X POUPANÇA,"6,30%"
